"id";"fase";"titulo";"acao";"criterio_aceite";"responsavel";"prioridade";"status";"evidencia";"dependencias";"status_anterior";"natureza";"constatacao";"proxima_acao";"referencias_auditoria";"dependencias_diretas_abertas"
"126";"13";"Preparar contrato versionado";"Especificar paginação, filtros, erros, datas e disponibilidade da API.";"Contrato revisado inclui exemplos de sucesso, vazio, inválido e indisponível.";"Arquitetura + backend + dados";"P0";"partial";"docs/CONTRATO_CATALOGO_PUBLICO_V1.md";"121, 122, 124";"pending";"tecnica";"Contrato v1 cobre vazio, indisponibilidade, paginação, ordenação e busca; disponibilidade e variantes dependem de dados ainda não homologados.";"Versionar os campos de disponibilidade e variantes após sua aprovação comercial.";"docs/CONTRATO_CATALOGO_PUBLICO_V1.md, src/app/api/catalog/route.ts, src/lib/site-database.ts";"124"
"127";"13";"Implementar leitura de catálogo";"Conectar servidor Next à projeção pública aprovada com limites de consulta.";"Dados reais são validados e erros não viram listagens vazias silenciosas.";"Arquitetura + backend + dados";"P0";"done";"src/lib/site-database.ts";"125, 126";"pending";"tecnica";"Home, ficha de produto, API, seleção recuperada e validação de briefing consultam a projeção publicada com a mesma validação de contrato.";"Testar despublicação e conteúdo novo em um ambiente de staging quando houver dados aprovados.";"src/lib/site-database.ts, src/components/Storefront.tsx, src/lib/briefing.ts";"125, 126"
"128";"13";"Implementar cache e atualização";"Definir TTL e invalidação por mudanças relevantes de produto e publicação.";"Produto retirado deixa de aparecer dentro do SLA definido.";"Arquitetura + backend + dados";"P0";"partial";"src/app/api/catalog/route.ts";"127";"pending";"tecnica";"Cache de API usa TTL/SWR e sitemap consulta a publicação viva; páginas pré-renderizadas ainda dependem do TTL e não têm invalidação imediata por despublicação.";"Definir SLA e testar retirada completa, revalidação e cache.";"src/app/api/catalog/route.ts, src/lib/site-database.ts, src/app/produtos/[slug]/page.tsx, src/app/sitemap.ts";""
"129";"13";"Implementar saúde de mídia";"Verificar disponibilidade, fallback e dimensões das imagens autorizadas.";"CDN com 403 aciona fallback observável e não quebra a apresentação.";"Arquitetura + backend + dados";"P0";"done";"tests/storefront.spec.ts";"47, 127";"pending";"tecnica";"Fotos locais evitam o CDN com falha; erro de mídia, inclusive 403 simulado, mostra fallback com nome da peça e mantém abertura do detalhe.";"Adicionar observabilidade de falhas de mídia ao ambiente publicado.";"src/components/Storefront.tsx, tests/storefront.spec.ts";""
"130";"13";"Testar contrato ponta a ponta";"Conferir nomes, IDs, variantes, preço e resposta pública no staging.";"Suite rejeita campo sensível e acompanha drift do contrato.";"Arquitetura + backend + dados";"P0";"partial";"tests/public-api.spec.ts";"127, 128, 129";"pending";"validacao";"E2E checam subset do DTO e oito produtos; não há staging nem teste de drift completo.";"Testar contrato exato, estados, variantes e alteração/despublicação em staging.";"tests/public-api.spec.ts";"128"
"131";"14";"Mapear oportunidade e proprietário";"Definir destino dos briefings e relação com organizações e vendedores.";"Fluxo aprovado identifica sistema canônico e dono de cada oportunidade.";"Backend + comercial + operações";"P0";"pending";"docs/ARQUITETURA_E_INTEGRACAO.md";"24";"pending";"negocio";"Nenhum CRM/receptor e dono de oportunidade foi formalizado.";"Definir destino canônico, organização e proprietário de cada briefing.";"docs/ARQUITETURA_E_INTEGRACAO.md, docs/SUPABASE_SITE_DATABASE.md";"24"
"132";"14";"Definir qualificação comercial";"Estabelecer ocasião, quantidade, orçamento, prazo e critérios de elegibilidade.";"Regras não excluem oportunidades por inferências opacas sobre o comprador.";"Backend + comercial + operações";"P0";"partial";"src/components/Storefront.tsx";"131";"pending";"negocio";"Ocasião, orçamento e data são coletados; regras de qualificação não foram aprovadas.";"Definir critérios auditáveis com comercial.";"src/components/Storefront.tsx, docs/CONTRATO_BRIEFING_V1.md";"131"
"133";"14";"Definir payload de passagem";"Preservar IDs, SKUs, variantes, arte, quantidades e observações.";"Contrato é consumível pelo comercial sem recuperar dados de texto livre.";"Backend + comercial + operações";"P0";"partial";"src/lib/briefing.ts";"126, 131, 132";"pending";"misto";"Payload básico preserva ID/SKU/quantidade; variantes, arte e consumidor comercial faltam.";"Homologar contrato e adaptar o receptor sem redigitação.";"src/lib/briefing.ts, docs/CONTRATO_BRIEFING_V1.md";"126, 131, 132"
"134";"14";"Implementar deduplicação";"Tratar mesma solicitação e contato com idempotência e janela definida.";"Retentativas não criam duplicatas nem fundem empresas distintas indevidamente.";"Backend + comercial + operações";"P0";"done";"src/app/api/briefings/route.ts";"133";"pending";"tecnica";"A chave e o hash são persistidos atomicamente; uma lease no banco permite uma única entrega concorrente, detecta conflito de payload e sobrevive ao reinício do processo.";"Exercitar a passagem ao CRM homologado e a conciliação operacional antes de habilitar a coleta.";"src/app/api/briefings/route.ts, supabase/migrations/20260922110900_create_premium_site_core.sql, docs/audit/plan-scenarios.json";"133"
"135";"14";"Implementar atribuição de vendedor";"Aplicar regras aprovadas de carteira, região ou distribuição.";"Cenários de ausência e redistribuição mantêm rastreabilidade.";"Backend + comercial + operações";"P0";"pending";"docs/ARQUITETURA_E_INTEGRACAO.md";"131";"pending";"negocio";"Não existem regras ou implementação de atribuição de vendedor.";"Aprovar carteira/região/distribuição e fallback.";"docs/ARQUITETURA_E_INTEGRACAO.md";"131"
"136";"14";"Reutilizar orçamento transacional";"Integrar criação e aprovação pelas capacidades existentes do sistema.";"Quote e itens permanecem atômicos e respeitam autorização e limites de desconto.";"Backend + comercial + operações";"P0";"pending";"docs/AUDITORIA_PROJETO_INTERNO.md";"133, 134, 135";"pending";"tecnica";"Capacidade transacional foi localizada no comercial, sem adaptador na vitrine.";"Integrar criação/aprovação autorizadas e testar atomicidade.";"docs/AUDITORIA_PROJETO_INTERNO.md, docs/ARQUITETURA_E_INTEGRACAO.md";"133, 135"
"137";"14";"Definir estados de acompanhamento";"Relacionar recebido, qualificado, proposta, aprovado e encerrado.";"Cliente vê apenas estados úteis sem expor notas internas ou margem.";"Backend + comercial + operações";"P0";"partial";"supabase/migrations/20260922110900_create_premium_site_core.sql";"136";"pending";"misto";"Tabela tem received/qualified/closed, sem workflow ou acompanhamento implementado.";"Definir estados e autorização antes de expor acompanhamento.";"supabase/migrations/20260922110900_create_premium_site_core.sql";"136"
"138";"14";"Instrumentar SLA de atendimento";"Medir recebimento, primeira resposta e emissão de proposta.";"Dashboard distingue horário útil e espera pelo cliente.";"Backend + comercial + operações";"P0";"pending";"docs/ESTRATEGIA_E_PESQUISA.md";"137";"pending";"misto";"Não há medição de recebimento, resposta, horário útil ou proposta.";"Instrumentar eventos e dashboard de SLA.";"docs/ESTRATEGIA_E_PESQUISA.md, docs/ARQUITETURA_E_INTEGRACAO.md";"137"
"139";"14";"Implementar retries e conciliação";"Prever fila, tentativas controladas e tratamento de falhas de integração.";"Uma falha parcial não perde briefing e pode ser reprocessada por usuário autorizado.";"Backend + comercial + operações";"P0";"pending";"src/app/api/briefings/route.ts";"136";"pending";"tecnica";"Timeout não equivale a fila: não existe outbox, retry persistente ou conciliação.";"Persistir envio e reprocessamento com rastreabilidade e sem perda.";"src/app/api/briefings/route.ts";"136"
"140";"14";"Executar piloto com vendedores";"Acompanhar solicitações de teste até proposta revisada.";"Representantes aprovam contexto, usabilidade e ausência de redigitação crítica.";"Backend + comercial + operações";"P0";"pending";"docs/ARQUITETURA_E_INTEGRACAO.md";"138, 139, 120";"pending";"validacao";"Não houve piloto de solicitações com vendedores.";"Executar piloto após fluxo CRM e conciliação funcionarem.";"docs/ARQUITETURA_E_INTEGRACAO.md";"138, 139, 120"
"141";"15";"Modelar ameaças do fluxo público";"Analisar coleta abusiva, spam, upload, acesso indevido e exposição comercial.";"Modelo tem responsáveis e controles proporcionais ao risco observado.";"Segurança + jurídico + backend";"P0";"partial";"docs/MODELO_DE_AMEACAS_PREVIA.md";"126, 133";"pending";"misto";"Modelo de ameaças da prévia existe; integrações finais, responsáveis nomeados e controles efetivos faltam.";"Atualizar modelo com achados desta auditoria e aprovar riscos operacionais.";"docs/MODELO_DE_AMEACAS_PREVIA.md, docs/audit/plan-scenarios.json";"126, 133"
"142";"15";"Revisar permissões anônimas";"Testar leitura e negativa de escrita com anon no projeto correto.";"Custos e PII permanecem protegidos; nenhum grant amplo é adicionado para destravar UI.";"Segurança + jurídico + backend";"P0";"partial";"docs/audit/plan-database-check.json";"123";"pending";"validacao";"Banco da vitrine nega escrita anon e acesso a briefings; acesso cruzado e escopo operacional não foram testados.";"Completar matriz de papéis e cenários no ambiente integrado.";"docs/audit/plan-database-check.json, supabase/migrations/20260922110900_create_premium_site_core.sql";"123"
"143";"15";"Proteger segredos de servidor";"Manter service role e integrações exclusivamente no servidor.";"Build público e logs são verificados e não contêm segredos.";"Segurança + jurídico + backend";"P0";"partial";"scripts/check-public-secrets.mjs";"122";"pending";"tecnica";"Gate percorre código público, scripts e build estático, sem encontrar segredos; logs de uma infraestrutura publicada ainda não existem para inspeção.";"Adicionar logs e revisão de artefatos ao pipeline do ambiente publicado.";"scripts/check-public-secrets.mjs, docs/SUPABASE_SITE_DATABASE.md, docs/audit/plan-secret-scan.json";""
"144";"15";"Isolar requisições de orçamento";"Validar origem, tamanho, campos e limites; usar proteção conforme arquitetura.";"Abuso, payload inesperado e repetição recebem respostas controladas.";"Segurança + jurídico + backend";"P0";"partial";"src/app/api/briefings/route.ts";"141";"pending";"tecnica";"Corpo, origem e campos são validados; quando a entrega é habilitada, o limite de cinco tentativas em dez minutos é atômico no banco, usa HMAC do IP fornecido por proxy configurado e falha fechado. A implantação e o proxy real não foram homologados.";"Validar em staging que o proxy sobrescreve o cabeçalho de IP, testar múltiplas réplicas e acompanhar a limpeza agendada e o WAF.";"src/app/api/briefings/route.ts, src/lib/briefing.ts, docs/audit/plan-scenarios.json, docs/audit/2026-09-22-rate-limit.md";"141"
"145";"15";"Revisar arquivos e links públicos";"Garantir acesso privado a logos e expiração de links compartilháveis.";"Cliente A não acessa arquivos ou propostas de B.";"Segurança + jurídico + backend";"P0";"pending";"docs/MODELO_DE_AMEACAS_PREVIA.md";"103, 141";"pending";"tecnica";"Arquivos privados e links por cliente não existem; isolamento ainda não foi implementado/testado.";"Implementar autorização, expiração e negativas entre clientes ao criar uploads.";"docs/MODELO_DE_AMEACAS_PREVIA.md, docs/ARQUITETURA_E_INTEGRACAO.md";"103, 141"
"146";"15";"Definir tratamento de dados";"Documentar finalidade, base legal, operadores, retenção e direitos com responsável jurídico.";"Mapa corresponde ao sistema implementado e identifica o controlador.";"Segurança + jurídico + backend";"P0";"pending";"src/app/privacidade/page.tsx";"24, 131";"pending";"negocio";"Não há controlador identificado, mapa de tratamento aprovado ou política de retenção comercial.";"Obter definições dos responsáveis e mapear o fluxo real.";"src/app/privacidade/page.tsx, docs/ARQUITETURA_E_INTEGRACAO.md";"24, 131"
"147";"15";"Publicar política adequada";"Redigir política e contato de privacidade da empresa para a versão comercial.";"Texto aprovado descreve coleta real sem promessas impossíveis de cumprir.";"Segurança + jurídico + backend";"P0";"partial";"src/app/privacidade/page.tsx";"146";"pending";"negocio";"Página de privacidade descreve a prévia; não é política comercial aprovada.";"Redigir e aprovar texto com controlador e contato reais.";"src/app/privacidade/page.tsx";"146"
"148";"15";"Controlar cookies não essenciais";"Separar preferências necessárias de publicidade e analytics dependentes de consentimento.";"Aceitar, recusar e rever escolha são verificáveis e respeitados pelos scripts.";"Segurança + jurídico + backend";"P0";"partial";"src/app/privacidade/page.tsx";"146";"pending";"misto";"Prévia não instala analytics/publicidade; não há mecanismo de consentimento para eventual adoção.";"Inventariar scripts e decidir escopo; implementar controle se necessário.";"src/app/privacidade/page.tsx";"146"
"149";"15";"Definir atendimento a titulares";"Implementar processo de acesso, correção, exclusão e retenção aplicável.";"Solicitação de teste é rastreável e concluída conforme política aprovada.";"Segurança + jurídico + backend";"P0";"pending";"src/app/privacidade/page.tsx";"146";"pending";"negocio";"Não existe canal/processo testado para acesso, correção e exclusão.";"Definir responsável, procedimento e evidência de solicitação teste.";"src/app/privacidade/page.tsx";"146"
"150";"15";"Revisar segurança antes da abertura";"Aplicar checks de dependências, headers, acesso, logs e recuperação.";"Não há vulnerabilidade crítica aberta sem decisão formal e controle adequado.";"Segurança + jurídico + backend";"P0";"partial";"next.config.ts";"142, 143, 144, 145, 147, 148, 149";"pending";"validacao";"Build, dependências e headers têm checks; há falhas de lógica e gates de segurança abertos.";"Corrigir achados, testar acesso/logs/recuperação e registrar revisão de abertura.";"next.config.ts, docs/VALIDACAO.md, docs/audit/plan-scenarios.json";"142, 143, 144, 145, 147, 148, 149"
"151";"16";"Definir mapa de intenção de busca";"Separar páginas por categoria, ocasião e dúvida de compra real.";"Não há páginas em massa criadas apenas por variações de palavra-chave.";"Conteúdo + SEO + frontend";"P1";"partial";"docs/ESTRATEGIA_E_PESQUISA.md";"23, 26";"pending";"negocio";"Categorias e ocasiões são propostas; mapa de intenção não foi pesquisado com compradores.";"Definir páginas por demanda real e intenção distinta.";"docs/ESTRATEGIA_E_PESQUISA.md, docs/ARQUITETURA_INFORMACAO_E_FLUXOS.md";"23, 26"
"152";"16";"Definir URLs e canonical";"Estabelecer slugs estáveis, redirects e política de facetas.";"Uma entidade não compete com múltiplas URLs indexáveis equivalentes.";"Conteúdo + SEO + frontend";"P1";"partial";"src/app/layout.tsx";"51, 151";"pending";"tecnica";"Home, privacidade, planejamento e fichas têm canonical próprio; falta política de redirects para migrações de slug e aprovação das URLs comerciais.";"Documentar e testar redirects/facetas após aprovar domínio e slugs finais.";"src/app/layout.tsx, src/app/privacidade/page.tsx, src/app/produtos/[slug]/page.tsx";"151"
"153";"16";"Renderizar conteúdo no servidor";"Gerar HTML inicial com proposta, produtos e links úteis.";"Conteúdo principal existe no HTML sem depender da hidratação.";"Conteúdo + SEO + frontend";"P1";"done";"tests/public-api.spec.ts";"71, 92";"pending";"entrega";"Home e fichas entregam conteúdo principal no HTML inicial, verificado por E2E.";"Manter renderização ao integrar catálogo vivo.";"tests/public-api.spec.ts, src/app/produtos/[slug]/page.tsx";""
"154";"16";"Implementar metadados de páginas";"Criar títulos, descrições e imagens sociais específicas.";"Não aparecem placeholders, números de estoque inventados ou títulos duplicados críticos.";"Conteúdo + SEO + frontend";"P1";"partial";"src/app/layout.tsx";"152, 153";"pending";"tecnica";"Títulos e canonical são específicos por rota; ficha usa descrição e imagem da peça. Metadados sociais dos templates internos e revisão editorial final ainda faltam.";"Revisar descrições e metadados sociais por template com conteúdo aprovado.";"src/app/layout.tsx, src/app/produtos/[slug]/page.tsx, src/app/privacidade/page.tsx";"152"
"155";"16";"Implementar dados estruturados fiéis";"Usar schemas compatíveis com conteúdo real e preço confirmado.";"Não há avaliação, disponibilidade ou Offer fictício para obter destaque.";"Conteúdo + SEO + frontend";"P1";"partial";"src/app/produtos/[slug]/page.tsx";"94, 95, 96";"pending";"misto";"JSON-LD evita Offer/avaliação fictícios; conteúdo técnico e atribuição da marca exigem revisão.";"Validar schema com dados homologados e marca correta por SKU.";"src/app/produtos/[slug]/page.tsx, src/lib/products.json";"94, 95, 96"
"156";"16";"Implementar sitemap e robots";"Incluir apenas URLs canônicas publicáveis e manter preview fora do índice.";"Staging permanece noindex e domínio final é validado antes de liberar indexação.";"Conteúdo + SEO + frontend";"P1";"partial";"src/app/robots.ts";"152, 154";"pending";"tecnica";"Indexação exige flag, URL HTTPS de domínio e configuração da fonte pública; sitemap consulta peças publicadas e planejamento retorna 404 nessa configuração. Posse do domínio e liberação comercial ainda não foram validadas.";"Confirmar posse do domínio, conteúdo, direitos e gates comerciais antes de ativar a flag em produção.";"src/app/robots.ts, src/app/sitemap.ts, src/app/layout.tsx, src/lib/publication.ts, docs/audit/2026-09-22-regression-scenarios.md";"152, 154"
"157";"16";"Produzir páginas editoriais úteis";"Escrever guias de ocasião, técnica e planejamento com participação comercial.";"Conteúdo responde dúvidas reais e aponta a produtos elegíveis.";"Conteúdo + SEO + frontend";"P1";"pending";"docs/ARQUITETURA_INFORMACAO_E_FLUXOS.md";"151";"pending";"negocio";"Não há páginas de guias de ocasião, técnicas ou planejamento comercial.";"Produzir conteúdo com dúvidas reais e produtos elegíveis.";"docs/ARQUITETURA_INFORMACAO_E_FLUXOS.md";"151"
"158";"16";"Revisar acessibilidade de conteúdo";"Redigir alt texts, links descritivos e títulos com hierarquia.";"Texto alternativo não repete slogans nem omite conteúdo essencial.";"Conteúdo + SEO + frontend";"P1";"partial";"src/components/Storefront.tsx";"157";"pending";"validacao";"Alt texts e hierarquia da prévia existem; conteúdo editorial futuro não foi criado/revisado.";"Revisar alternativas, links e títulos em todos os conteúdos aprovados.";"src/components/Storefront.tsx, src/app/produtos/[slug]/page.tsx";"157"
"159";"16";"Configurar Search Console";"Verificar domínio autorizado e acompanhar rastreamento e indexação.";"Sitemap processado e páginas estratégicas inspecionadas após lançamento.";"Conteúdo + SEO + frontend";"P1";"pending";"README.md";"156, 194";"pending";"negocio";"Não há domínio verificado ou configuração de Search Console.";"Configurar após domínio e publicação aprovados.";"README.md";"156, 194"
"160";"16";"Medir qualidade do tráfego orgânico";"Relacionar entradas orgânicas a briefings qualificados, com privacidade.";"Relatório diferencia visibilidade, tráfego e resultado comercial.";"Conteúdo + SEO + frontend";"P1";"pending";"docs/ESTRATEGIA_E_PESQUISA.md";"159";"pending";"misto";"Não há tráfego orgânico medido ou associação com briefings qualificados.";"Instrumentar relatório após lançamento e decisão de privacidade.";"docs/ESTRATEGIA_E_PESQUISA.md";"159"
"161";"17";"Definir orçamento de desempenho";"Fixar limites para JS inicial, imagens, fontes e requisições do MVP.";"Orçamento está associado a páginas e condições de medição reproduzíveis.";"Frontend + SRE + backend";"P0";"done";"docs/ORCAMENTO_DESEMPENHO.md";"30";"pending";"tecnica";"Gate mede imagens, fontes WOFF2, JavaScript gzip e quantidade de chunks por rota do build de produção.";"Manter os limites ao adicionar rotas ou dependências.";"docs/ORCAMENTO_DESEMPENHO.md, scripts/check-performance-budget.mjs";"30"
"162";"17";"Otimizar imagem principal";"Fornecer formatos e tamanhos adequados e priorizar apenas o LCP.";"Hero carrega sem salto e sem baixar a versão máxima em todo dispositivo.";"Frontend + SRE + backend";"P0";"done";"src/components/Storefront.tsx";"72";"pending";"entrega";"Hero usa WebP, sizes, srcset e prioridade; dimensões reservadas e CLS local zero.";"Meta global de LCP continua aberta nas etapas 166–167.";"src/components/Storefront.tsx, docs/audit/lighthouse-mobile.json, scripts/check-performance-budget.mjs";""
"163";"17";"Otimizar imagens de catálogo";"Usar dimensões reservadas, tamanhos responsivos e lazy loading.";"Cards fora da tela não competem desnecessariamente com conteúdo inicial.";"Frontend + SRE + backend";"P0";"done";"src/components/Storefront.tsx";"74";"pending";"entrega";"Cards usam dimensões reservadas, sizes e lazy loading; orçamento dos oito assets passa.";"Manter otimização ao ampliar catálogo.";"src/components/Storefront.tsx, scripts/check-performance-budget.mjs";""
"164";"17";"Otimizar fontes";"Servir famílias locais e somente os pesos necessários.";"Não há dependência de fonte de terceiros nem bloqueio prolongado de texto.";"Frontend + SRE + backend";"P0";"done";"src/app/layout.tsx";"33";"done";"entrega";"Fontes são locais com imports dos pesos usados; nenhuma fonte de terceiros é necessária.";"Medir orçamento total na etapa 161.";"src/app/layout.tsx";""
"165";"17";"Separar código por necessidade";"Adiar componentes pesados de configuração e planejamento.";"Visitante da home não carrega ferramentas do backoffice ou integrações administrativas.";"Frontend + SRE + backend";"P0";"done";"scripts/check-performance-budget.mjs";"153";"pending";"tecnica";"Bundles da home e do planejamento têm chunks exclusivos; gate do build rejeita marcador do painel no JavaScript inicial da home. Não há provider administrativo na vitrine.";"Manter a separação ao adicionar ferramentas comerciais e medir novamente o orçamento por rota.";"src/components/Storefront.tsx, src/app/layout.tsx, docs/ORCAMENTO_DESEMPENHO.md, scripts/check-performance-budget.mjs";""
"166";"17";"Medir laboratório móvel";"Executar Lighthouse repetido com cenário e ambiente registrados.";"Resultados não são apresentados como percentil real de usuários.";"Frontend + SRE + backend";"P0";"partial";"docs/audit/lighthouse-mobile.json";"161, 162, 163, 164, 165";"pending";"validacao";"Última coleta válida é única: LCP 3,0 s; repetição posterior falhou no ambiente.";"Executar rodadas repetidas reproduzíveis e atender orçamento.";"docs/audit/lighthouse-mobile.json, docs/VALIDACAO.md";""
"167";"17";"Medir Core Web Vitals em campo";"Instrumentar métricas reais conforme decisão de privacidade e consentimento.";"Dashboard por dispositivo calcula p75 com amostra e janela explícitas.";"Frontend + SRE + backend";"P0";"pending";"docs/ORCAMENTO_DESEMPENHO.md";"148, 194";"pending";"tecnica";"Não há coleta de Web Vitals de usuários reais nem dashboard p75.";"Instrumentar após definição de privacidade e ambiente publicado.";"docs/ORCAMENTO_DESEMPENHO.md";"148, 194"
"168";"17";"Definir indisponibilidade e retries";"Projetar timeout, circuit breaker e mensagens úteis para falha de catálogo.";"Erro do upstream não transforma indisponibilidade em falsa ausência de produtos.";"Frontend + SRE + backend";"P0";"done";"src/lib/site-database.ts";"127";"pending";"tecnica";"Resposta vazia válida preserva total zero; falha de fonte vira 503 e a interface mantém a seleção local com ação explícita de nova tentativa.";"Definir circuit breaker e observabilidade no ambiente com tráfego real.";"src/lib/site-database.ts, src/app/api/catalog/route.ts";""
"169";"17";"Validar capacidade do backend";"Executar teste de carga controlado em staging com orçamento acordado.";"Limites e comportamento sob excesso de tráfego são medidos sem afetar produção.";"Frontend + SRE + backend";"P0";"pending";"docs/ARQUITETURA_E_INTEGRACAO.md";"168";"pending";"validacao";"Não há ambiente de staging ou teste de carga autorizado registrado.";"Definir orçamento e executar carga controlada em staging.";"docs/ARQUITETURA_E_INTEGRACAO.md";""
"170";"17";"Definir observabilidade e alertas";"Acompanhar disponibilidade, mídia, latência e falha de briefings.";"Cada alerta tem limiar, responsável e procedimento de resposta.";"Frontend + SRE + backend";"P0";"pending";"docs/ARQUITETURA_E_INTEGRACAO.md";"138, 168";"pending";"misto";"Não existem alertas, limiares, donos ou runbook de resposta.";"Instrumentar disponibilidade, mídia e entrega de briefings.";"docs/ARQUITETURA_E_INTEGRACAO.md";"138"
"171";"18";"Auditar semântica e landmarks";"Verificar idioma, regiões, títulos e sequência de leitura.";"Cada página tem H1 e estrutura compreensível por tecnologia assistiva.";"QA acessibilidade + frontend";"P0";"partial";"tests/storefront.spec.ts";"79, 92";"pending";"validacao";"Semântica básica e axe cobrem páginas representativas; falta revisão completa de sequência e estados.";"Auditar todos os templates e transições com tecnologia assistiva.";"tests/storefront.spec.ts, tests/public-api.spec.ts, tests/plan.spec.ts";""
"172";"18";"Auditar contraste";"Medir texto, botões, bordas essenciais e foco em todos os estados.";"Texto normal atende 4,5:1; grande 3:1; componentes essenciais 3:1 conforme critério aplicável.";"QA acessibilidade + frontend";"P0";"partial";"docs/VALIDACAO.md";"63, 64, 66";"pending";"validacao";"Axe não detectou violações nos cenários cobertos; não há matriz manual de todos os pares/estados.";"Medir fotografia, bordas, foco, disabled e texto em cada superfície.";"docs/VALIDACAO.md, src/app/globals.css";""
"173";"18";"Auditar teclado";"Percorrer menu, filtros, favoritos, diálogos, quantidades e formulário.";"Nenhuma tarefa exige ponteiro e foco nunca fica oculto ou sem saída.";"QA acessibilidade + frontend";"P0";"partial";"tests/storefront.spec.ts";"65, 71, 81, 112, 114";"pending";"validacao";"Teste de teclado cobre ciclo do diálogo, não toda a jornada de menu/filtros/quantidade/formulário.";"Executar percurso completo só com teclado e registrar foco.";"tests/storefront.spec.ts";""
"174";"18";"Auditar diálogos";"Confirmar foco inicial adequado, Escape, contenção e restauração.";"Fechamento devolve foco a um elemento existente e útil.";"QA acessibilidade + frontend";"P0";"done";"tests/storefront.spec.ts";"65";"done";"entrega";"Teste cobre Escape, contenção e retorno ao acionador no diálogo exercitado.";"Validar demais combinações de leitor/navegador na homologação.";"tests/storefront.spec.ts, src/components/Modal.tsx";""
"175";"18";"Auditar reflow e zoom";"Testar 200% e 400% e largura equivalente a 320 CSS px.";"Conteúdo permanece funcional sem rolagem em duas dimensões indevida.";"QA acessibilidade + frontend";"P0";"partial";"tests/storefront.spec.ts";"62";"pending";"validacao";"E2E cobre 320 CSS px; zoom real 200/400% não tem evidência completa.";"Testar zoom e reflow em todos os templates e diálogos.";"tests/storefront.spec.ts, docs/VALIDACAO.md";""
"176";"18";"Auditar alvos de interação";"Inspecionar tamanho e espaçamento em telas móveis.";"Atende WCAG 2.2 AA com exceções documentadas; busca-se 44 px para ações principais.";"QA acessibilidade + frontend";"P0";"partial";"src/app/globals.css";"63, 64";"pending";"validacao";"Dimensões de controles existem e axe cobre parte dos critérios; inventário móvel de exceções falta.";"Medir alvos e espaçamento em todos os estados móveis.";"src/app/globals.css, docs/VALIDACAO.md";""
"177";"18";"Auditar validação de formulários";"Verificar labels, erros, correção e preservação de campos válidos.";"Leitor de tela consegue localizar e corrigir campos inválidos.";"QA acessibilidade + frontend";"P0";"partial";"src/components/Storefront.tsx";"66, 114";"pending";"tecnica";"Rascunho preserva dados válidos ao voltar; validação nativa e labels existem, mas falta teste com leitor de tela.";"Testar identificação e correção de erros com tecnologia assistiva.";"src/components/Storefront.tsx, docs/audit/plan-browser-scenarios.json";""
"178";"18";"Auditar movimento e mídia";"Testar reduced motion, textos alternativos e conteúdo conceitual.";"Nenhuma informação depende de animação, cor isolada ou imagem sem alternativa.";"QA acessibilidade + frontend";"P0";"done";"docs/audit/plan-browser-scenarios.json";"68, 93";"pending";"tecnica";"A sonda de navegador confirma que reduced-motion interrompe a rolagem suave explícita; imagens essenciais têm texto alternativo e identificação conceitual.";"Incluir qualquer nova mídia ou animação na varredura de acessibilidade.";"docs/audit/plan-browser-scenarios.json, src/components/Storefront.tsx, src/app/globals.css";"93"
"179";"18";"Executar varredura automatizada";"Rodar axe nas páginas e diálogos representativos.";"Violações são corrigidas ou avaliadas; automação não equivale a certificação AA.";"QA acessibilidade + frontend";"P0";"done";"tests/storefront.spec.ts";"171, 172, 173, 174, 175, 176, 177, 178";"pending";"entrega";"Axe roda na home, formulário, produto, plano e privacidade sem violações nas regras cobertas.";"Manter automação; não declarar conformidade integral por este resultado.";"tests/storefront.spec.ts, tests/public-api.spec.ts, tests/plan.spec.ts";"171, 172, 173, 175, 176, 177"
"180";"18";"Validar com pessoas";"Conduzir tarefas com usuários de tecnologia assistiva.";"Achados manuais são resolvidos e limitações ficam documentadas.";"QA acessibilidade + frontend";"P0";"pending";"docs/VALIDACAO.md";"179";"pending";"validacao";"Não há sessões com usuários de tecnologia assistiva.";"Recrutar participantes e resolver achados manuais.";"docs/VALIDACAO.md";""
"181";"19";"Validar build e tipos";"Executar compilação de produção e TypeScript estrito.";"Comandos concluem sem erros na revisão entregue.";"QA + produto + comercial";"P0";"done";"docs/VALIDACAO.md";"79, 91, 115";"done";"entrega";"Build de produção e TypeScript passaram, inclusive após a revisão do painel e do plano.";"Manter compilação e tipos como gates a cada alteração de aplicação.";"docs/VALIDACAO.md";""
"182";"19";"Testar busca e seleção";"Cobrir filtros, zero resultados, favoritos, persistência e quantidade.";"Testes E2E usam comportamento observável e detectam regressões do fluxo principal.";"QA + produto + comercial";"P0";"done";"tests/storefront.spec.ts";"81, 82, 83, 84, 111, 112";"done";"entrega";"E2E exercitam busca, vazio, favoritos, persistência, mínimos e remoção.";"Ampliar cenários de regressão para lacunas identificadas sem apagar a cobertura existente.";"tests/storefront.spec.ts";""
"183";"19";"Testar briefing da prévia";"Verificar validação e conteúdo real do arquivo exportado.";"Download contém IDs, SKUs, quantidades e aviso de não envio.";"QA + produto + comercial";"P0";"done";"tests/storefront.spec.ts";"115";"done";"entrega";"E2E verificam download, seleção correta e ausência de envio/PII no localStorage.";"Manter essa cobertura quando o modo comercial for habilitado.";"tests/storefront.spec.ts";""
